# Header
# More header...
  3.00000e-07      1.00000
  4.00000e-07      1.00000
  5.00000e-07      1.00000
  6.00000e-07      1.00000
  7.00000e-07      1.00000
  8.00000e-07      1.00000
  9.00000e-07      1.00000
  1.00000e-06      1.00000
  1.10000e-06      1.00000
  1.20000e-06      1.00000
  1.30000e-06      1.00000
  1.40000e-06      1.00000
  1.50000e-06      1.00000
  1.60000e-06      1.00000
  1.70000e-06      1.00000
  1.80000e-06      1.00000
  1.90000e-06      1.00000
  2.00000e-06      1.00000
  2.10000e-06      1.00000
  2.20000e-06      1.00000
  2.30000e-06      1.00000
  2.40000e-06      1.00000
  2.50000e-06      1.00000
